title,content warnings,date finished,date watched,favourite?,feels,genre,notes,progress,rating,"rating ",runtime,status,summary,tags,total,trailer,type,watched
encanto,,,,No,"dramatic, funny, happy","comedy, drama, fantasy",,0%,,,102 min,watchlist,"follows miraculous madrigal family members in colombia, focusing on milagros and a young girl discovering her own power","comedy, drama, fantasy, kids",1,,animated films/cartoons,
zootopia,,,,No,"funny, happy, tense","action and adventure, comedy, mystery",,0%,,,108 min,watchlist,follows rookie cop judy hopps and con artist nick wilde solving a mysterious disappearance in a city of anthropomorphic animals,"action, adventure, comedy, kids, mystery",1,,animated films/cartoons,
big hero 6,,,,No,"dramatic, funny, happy","action and adventure, comedy, sci-fi",,0%,,,102 min,watchlist,follows hiro hamada and robot baymax as they form a superhero team to fight a masked villain,"action, adventure, comedy, kids, science",1,,animated films/cartoons,
wreck-it ralph,,,,No,"dramatic, funny, happy","action and adventure, comedy",,0%,,,101 min,watchlist,follows arcade game villain ralph as he seeks recognition and self-worth by venturing into other games,"action, adventure, comedy, kids",1,,animated films/cartoons,
ralph breaks the internet,,,,No,"dramatic, funny, happy","action and adventure, comedy",,0%,,,112 min,watchlist,"follows ralph and vanellope exploring the internet to save vanellope’s game, encountering digital adventures","action, adventure, comedy, kids",1,,animated films/cartoons,
atlantis: the lost empire,,,,No,"dramatic, happy, tense","action and adventure, sci-fi",,0%,,,96 min,watchlist,follows a young linguist and his crew searching for the lost city of atlantis,"action, adventure, kids, science",1,,animated films/cartoons,
treasure planet,,,,No,"dramatic, funny, tense","action and adventure, drama, sci-fi",,0%,,,95 min,watchlist,follows jim hawkins on a space voyage to find treasure while confronting personal growth and loyalty,"action, adventure, drama, kids, science",1,,animated films/cartoons,
lilo & stitch,,,,No,"chill, funny, happy","action and adventure, comedy, fantasy",,0%,,,85 min,watchlist,"follows lilo and her alien friend stitch navigating family, friendship, and mischief","action, adventure, comedy, fantasy, kids",1,,animated films/cartoons,
pocahontas,,,,No,"dramatic, romantic, tense","drama, historical, romance",,0%,,,81 min,watchlist,follows pocahontas as she navigates love and cultural conflict during the arrival of european settlers,"drama, historical, kids, romance",1,,animated films/cartoons,
the hunchback of notre dame,,,,No,"dramatic, romantic, tense","drama, historical, romance",,0%,,,91 min,watchlist,"follows quasimodo, the bell ringer, as he struggles with love, acceptance, and societal prejudice in paris","drama, historical, kids, romance",1,,animated films/cartoons,
toy story,,,,No,"dramatic, funny, happy","action and adventure, comedy, fantasy",,0%,,,81 min,watchlist,"follows toys that come to life when humans are absent, led by cowboy woody and spaceman buzz","action, adventure, comedy, fantasy, kids",1,,animated films/cartoons,
toy story 2,,,,No,"dramatic, funny, happy","action and adventure, comedy, fantasy",,0%,,,92 min,watchlist,"woody is kidnapped, prompting buzz and friends to mount a rescue while learning about friendship and loyalty","action, adventure, comedy, fantasy, kids",1,,animated films/cartoons,
toy story 3,,,,No,"dramatic, funny, happy","action and adventure, comedy, drama",,0%,,,103 min,watchlist,"the toys face a new challenge as andy prepares to leave for college, confronting change and growing up","action, adventure, comedy, drama, kids",1,,animated films/cartoons,
toy story 4,,,,No,"funny, happy, romantic","action and adventure, comedy, romance",,0%,,,100 min,watchlist,"woody, buzz, and friends embark on a road trip adventure, learning about love, purpose, and letting go","action, adventure, comedy, kids, romance",1,,animated films/cartoons,
"monsters, inc.",,,,No,"chill, funny, happy","action and adventure, comedy",,0%,,,92 min,watchlist,follows monsters sulley and mike working at scream energy factory while befriending a human child,"action, comedy, kids",1,,animated films/cartoons,
monsters university,,,,No,"chill, funny, happy","action and adventure, comedy",,0%,,,104 min,watchlist,follows mike and sulley during college as they learn teamwork and friendship while aiming to be top scarers,"action, comedy, kids",1,,animated films/cartoons,
finding nemo,,,,No,"dramatic, funny, happy","action and adventure, comedy, drama",,0%,,,100 min,watchlist,"follows marlin searching for his son nemo across the ocean, facing dangers and making friends","action, adventure, comedy, drama, kids",1,,animated films/cartoons,
finding dory,,,,No,"dramatic, funny, happy","action and adventure, comedy",,0%,,,97 min,watchlist,follows dory on a quest to reunite with her family while encountering humorous and heartwarming adventures,"action, adventure, comedy, kids",1,,animated films/cartoons,
the incredibles,,,,No,"dramatic, funny, happy","action and adventure, comedy",,0%,,,115 min,watchlist,follows the incredible family balancing domestic life with saving the world from a new villain,"action, adventure, comedy, kids, superhero",1,,animated films/cartoons,
incredibles 2,,,,No,"dramatic, funny, happy","action and adventure, comedy",,0%,,,118 min,watchlist,the incredibles family returns to fight a new villain while confronting societal expectations and personal growth,"action, adventure, comedy, kids, superhero",1,,animated films/cartoons,
ratatouille,,,,No,"dramatic, funny, happy","comedy, drama",,0%,,,111 min,watchlist,"follows remy, a rat who dreams of becoming a chef, as he partners with a young cook to achieve culinary success","comedy, drama, kids",1,,animated films/cartoons,
wall-e,,,,No,"dramatic, happy, romantic","drama, romance, sci-fi",,0%,,,98 min,watchlist,follows a waste-collecting robot on a deserted earth who discovers love and adventure with eve,"drama, kids, romance, science",1,,animated films/cartoons,
up,,,,No,"dramatic, funny, happy","action and adventure, comedy, drama",,0%,,,96 min,watchlist,"follows carl and russell on a journey to south america in a floating house, learning about friendship and grief","action, adventure, comedy, drama, kids",1,,animated films/cartoons,
inside out,,,,No,"dramatic, funny, happy","comedy, drama, fantasy",,0%,,,95 min,watchlist,follows riley’s emotions personified as she navigates moving to a new city and growing up,"comedy, drama, fantasy, kids",1,,animated films/cartoons,
inside out 2,,,,No,"dramatic, funny, happy","comedy, drama, fantasy",,0%,,,98 min,watchlist,continues riley’s emotional journey as she faces new challenges in adolescence,"comedy, drama, fantasy, kids",1,,animated films/cartoons,
brave,,,,No,"dramatic, happy, tense","action and adventure, drama, fantasy",,0%,,,93 min,watchlist,"follows merida, a scottish princess, as she defies tradition and faces magical consequences","action, adventure, drama, fantasy, kids",1,,animated films/cartoons,
coco,,,,No,"dramatic, happy, tense","drama, fantasy",,0%,,,105 min,watchlist,follows miguel as he journeys to the land of the dead to discover family history and pursue his musical dreams,"drama, fantasy, kids",1,,animated films/cartoons,
soul,,,,No,"dramatic, funny, happy","comedy, drama, fantasy",,0%,,,100 min,watchlist,"follows joe gardner, a jazz musician, navigating life, death, and the meaning of passion","comedy, drama, fantasy, kids",1,,animated films/cartoons,
luca,,,,No,"dramatic, funny, happy","action and adventure, comedy, fantasy",,0%,,,95 min,watchlist,"follows luca, a sea monster boy, experiencing summer adventures in italy while keeping his true identity secret","action, adventure, comedy, fantasy, kids",1,,animated films/cartoons,
turning red,,,,No,"dramatic, funny, happy","comedy, drama, fantasy",,0%,,,100 min,watchlist,"follows mei, a teenager who transforms into a red panda when stressed, learning about adolescence and family","comedy, drama, fantasy, kids",1,,animated films/cartoons,
elemental,,,,No,"dramatic, funny, happy","action and adventure, comedy, fantasy",,0%,,,102 min,watchlist,"follows elemental beings navigating friendship, love, and city life in a world of fire, water, air, and earth","action, adventure, comedy, fantasy, kids",1,,animated films/cartoons,
shrek,,,,No,"dramatic, funny, happy","action and adventure, comedy, fantasy",,0%,,,90 min,watchlist,"follows shrek, an ogre, on a quest to save princess fiona, discovering friendship and love along the way","action, adventure, comedy, fantasy, kids",1,,animated films/cartoons,
shrek 2,,,,No,"dramatic, funny, happy","action and adventure, comedy, fantasy",,0%,,,93 min,watchlist,continues shrek and fiona’s story as they face new challenges meeting fiona’s parents and magical foes,"action, adventure, comedy, fantasy, kids",1,,animated films/cartoons,
shrek the third,,,,No,"dramatic, funny, happy","action and adventure, comedy, fantasy",,0%,,,93 min,watchlist,follows shrek as he searches for fiona’s cousin to claim the far far away throne while facing new villains,"action, adventure, comedy, fantasy, kids",1,,animated films/cartoons,
shrek forever after,,,,No,"dramatic, funny, happy","action and adventure, comedy, fantasy",,0%,,,93 min,watchlist,shrek experiences a magical alternate reality where he was never born and must restore his life and relationships,"action, adventure, comedy, fantasy, kids",1,,animated films/cartoons,
puss in boots,,,,No,"dramatic, funny, happy","action and adventure, comedy, fantasy",,0%,,,90 min,watchlist,follows puss in boots on a quest to steal magical beans and achieve legendary hero status,"action, adventure, comedy, fantasy, kids",1,,animated films/cartoons,
